Date,Open,High,Low,Close,Volume
2026-04-27 00:00:00+05:30,199.36000061035156,205.25,199.36000061035156,205.0500030517578,42632215
2026-04-28 00:00:00+05:30,204.55999755859375,205.67999267578125,201.02000427246094,201.5800018310547,23455983
2026-04-29 00:00:00+05:30,201.5800018310547,203.60000610351562,200.3000030517578,200.67999267578125,15667662
2026-04-30 00:00:00+05:30,200.88999938964844,202.14999389648438,200.0,200.64999389648438,15300274
2026-05-01 00:00:00+05:30,200.64999389648438,200.64999389648438,200.64999389648438,200.64999389648438,0
2026-05-04 00:00:00+05:30,202.39999389648438,203.3699951171875,200.05999755859375,200.75,8446995
2026-05-05 00:00:00+05:30,200.0,202.3000030517578,199.60000610351562,199.77999877929688,8899200
2026-05-06 00:00:00+05:30,200.50999450683594,201.1300048828125,198.25,199.1199951171875,13166683
2026-05-07 00:00:00+05:30,199.5,200.27999877929688,197.19000244140625,197.36000061035156,19303572
2026-05-08 00:00:00+05:30,198.0,198.94000244140625,196.6999969482422,197.91000366210938,15970687
2026-05-11 00:00:00+05:30,197.8800048828125,198.24000549316406,196.14999389648438,196.67999267578125,9199527
2026-05-12 00:00:00+05:30,196.10000610351562,196.13999938964844,189.10000610351562,189.57000732421875,27435195
2026-05-13 00:00:00+05:30,190.6699981689453,191.3000030517578,187.30999755859375,187.8000030517578,17242394
2026-05-14 00:00:00+05:30,188.25,190.17999267578125,187.0,188.3000030517578,18280387
2026-05-15 00:00:00+05:30,189.89999389648438,191.89999389648438,188.8000030517578,190.0,17902610
2026-05-18 00:00:00+05:30,190.99000549316406,192.75,189.1999969482422,192.1699981689453,16327369
2026-05-19 00:00:00+05:30,192.39999389648438,198.0,192.39999389648438,195.1699981689453,20534622
2026-05-20 00:00:00+05:30,194.61000061035156,197.94000244140625,194.00999450683594,197.1199951171875,16201692
2026-05-21 00:00:00+05:30,198.5,200.0399932861328,197.5,199.74000549316406,18980608
2026-05-22 00:00:00+05:30,200.0,205.39999389648438,198.8300018310547,203.11000061035156,40014399
2026-05-25 00:00:00+05:30,207.0,209.5500030517578,204.05999755859375,206.83999633789062,72041558
2026-05-26 00:00:00+05:30,206.99000549316406,208.69000244140625,202.94000244140625,203.72999572753906,46458415
2026-05-27 00:00:00+05:30,203.85000610351562,205.99000549316406,201.5,201.50999450683594,18504447
