Date,Open,High,Low,Close,Volume
2024-06-11 00:00:00+05:30,1119.75,1129.050048828125,1111.0,1118.199951171875,12250002
2024-06-12 00:00:00+05:30,1121.0,1133.4000244140625,1112.0,1119.550048828125,16096514
2024-06-13 00:00:00+05:30,1122.199951171875,1123.199951171875,1105.0,1107.3499755859375,12494254
2024-06-14 00:00:00+05:30,1114.0,1114.0,1099.449951171875,1105.6500244140625,11377979
2024-06-18 00:00:00+05:30,1113.949951171875,1135.050048828125,1101.199951171875,1122.8499755859375,18306176
2024-06-19 00:00:00+05:30,1127.949951171875,1165.550048828125,1126.1500244140625,1144.449951171875,34309514
2024-06-20 00:00:00+05:30,1154.050048828125,1160.0,1135.5,1156.800048828125,15475933
2024-06-21 00:00:00+05:30,1163.550048828125,1169.9000244140625,1150.6500244140625,1158.6500244140625,69259425
2024-06-24 00:00:00+05:30,1154.6500244140625,1175.6500244140625,1152.6500244140625,1170.0999755859375,12210295
2024-06-25 00:00:00+05:30,1170.25,1206.0,1167.6500244140625,1197.949951171875,27309845
2024-06-26 00:00:00+05:30,1202.0,1222.8499755859375,1193.8499755859375,1218.0,25403461
2024-06-27 00:00:00+05:30,1228.3499755859375,1235.0,1209.0999755859375,1219.9000244140625,20516632
2024-06-28 00:00:00+05:30,1227.0,1227.0,1196.3499755859375,1199.5999755859375,12507092
2024-07-01 00:00:00+05:30,1199.5999755859375,1215.3499755859375,1192.050048828125,1211.8499755859375,8636894
2024-07-02 00:00:00+05:30,1217.0,1217.0,1185.550048828125,1190.5999755859375,16153925
2024-07-03 00:00:00+05:30,1196.8499755859375,1215.8499755859375,1179.449951171875,1201.5999755859375,22330897
2024-07-04 00:00:00+05:30,1229.0,1234.949951171875,1214.300048828125,1233.0,15275791
2024-07-05 00:00:00+05:30,1225.0,1242.5999755859375,1220.8499755859375,1233.4000244140625,9535575
2024-07-08 00:00:00+05:30,1228.9000244140625,1239.5,1216.9000244140625,1235.050048828125,6617190
